         FINAL PRE-CLEARING PRICES AS OF 11/12/14 06:00 PM (CST)
MTH/                 ---- DAILY ---                        PT                     -------  PRIOR  DAY  -------
STRIKE     OPEN      HIGH      LOW       LAST      SETT    CHGE     EST.VOL       SETT         VOL         INT
ACD AUSTRALIAN DOLLAR/CANADIAN DOLLAR CROSSRATE FUT
DEC18      ----      ----      ----      ----      9387     +16                   9371
MAR19      ----      ----      ----      ----      9457     +16                   9441
JUN19      ----      ----      ----      ----      9529     +17                   9512
SEP19      ----      ----      ----      ----      9601     +17                   9584
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                209827                 207834      227576
KRW KOREAN WON/US DOLLAR FUTURES
NOV14      ----      ----      ----      ----      9129      +1                   9128
DEC14      ----      ----      ----      ----      9122     +20                   9102                      43
JAN15      ----      ----      ----      ----      9110     +20                   9090
FEB15      ----      ----      ----      ----      9100     +19                   9081
MAR15      ----      ----      ----      ----      9093     +19                   9074
APR15      ----      ----      ----      ----      9086     +19                   9067
MAY15      ----      ----      ----      ----      9078     +19                   9059
JUN15      ----      ----      ----      ----      9073     +19                   9054
JLY15      ----      ----      ----      ----      9068     +18                   9050
AUG15      ----      ----      ----      ----      9062     +17                   9045
SEP15      ----      ----      ----      ----      9060     +18                   9042
OCT15      ----      ----      ----      ----      9057     +18                   9039
NOV15      ----      ----      ----      ----      9055     +19                   9036
DEC15      ----      ----      ----      ----      9052     +19                   9033
MAR16      ----      ----      ----      ----      9045     +21                   9024
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                       43
M6A E-Micro AD Future
DEC14     .8670     .8724     .8644     .8699     .8695  +.0044        2280      .8651        2645        2103
MAR15      ----     .8637B     ----     .8637B    .8637  +.0044                  .8593                      11
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  2280                   2645        2114
M6B E-Micro BP Future
DEC14    1.5915    1.5937    1.5771    1.5775A   1.5777  -.0105        2267     1.5882        1288        1101
MAR15      ----      ----    1.5834A   1.5834A   1.5765  -.0104                 1.5869
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  2267                   1288        1101
M6C E-Micro CD Future
DEC14      ----      ----      ----      ----    1.1315  -.0033                 1.1348
MAR15      ----      ----      ----      ----    1.1340  -.0034                 1.1374
M6E E-Micro EC Future
DEC14    1.2480    1.2501    1.2422    1.2442A   1.2435  -.0032        8859     1.2467        6511        4942
MAR15    1.2483    1.2503    1.2453    1.2466    1.2443  -.0032           6     1.2475           2          19
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                  8865                   6513        4961
M6J E-Micro JY Future
DEC14      ----      ----      ----      ----    115.53    -.17                 115.70                      20
MAR15      ----      ----      ----      ----    115.39    -.18                 115.57
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                       20
M6S E-Micro SF Future
DEC14      ----      ----      ----      ----     .9667  +.0017                  .9650
MAR15      ----      ----      ----      ----     .9654  +.0017                  .9637
MCD E-Micro CAD/USD Future
DEC14     .8810     .8858     .8797     .8828A    .8838  +.0026         471      .8812         348        2638
MAR15      ----     .8809B     ----     .8809B    .8818  +.0026                  .8792                       1
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   471                    348        2639
MIR E-micro INR/USD Futures
NOV14    162.15    163.45B   162.13A   163.27A   162.18    +.01          41     162.17          54        1511
DEC14      ----      ----      ----      ----    161.43    +.07                 161.36                      27
JAN15      ----      ----      ----      ----    160.73    +.09                 160.64
FEB15      ----      ----      ----      ----    160.05    +.13                 159.92
MAR15      ----      ----      ----      ----    159.26    +.13                 159.13
APR15      ----      ----      ----      ----    158.43    +.13                 158.30
MAY15      ----      ----      ----      ----    157.69    +.13                 157.56
JUN15      ----      ----      ----      ----    156.96    +.17                 156.79
JLY15      ----      ----      ----      ----    156.15    +.19                 155.96
AUG15      ----      ----      ----      ----    155.47    +.21                 155.26
SEP15      ----      ----      ----      ----    154.75    +.21                 154.54
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                    41                     54        1538
MJY E-Micro JPY/USD Future
DEC14      8636      8706      8600      8662A     8656     +13         678       8643         868        1479
MAR15      ----      8680B     ----      8680B     8666     +13                   8653                       8
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                   678                    868        1487
MNH E-micro Size USD/Offshore RMB (CNH) Futures
NOV14      ----    6.1390B     ----      ----    6.1328  +.0009                 6.1319
DEC14      ----    6.1547B   6.1461A     ----    6.1470  +.0006                 6.1464                      13
JAN15      ----    6.1722B     ----      ----    6.1658  -.0002                 6.1660
FEB15      ----    6.1873B     ----      ----    6.1802  -.0008                 6.1810
MAR15      ----    6.2004B     ----      ----    6.1934  -.0008                 6.1942                       2
APR15      ----      ----      ----      ----    6.2064  -.0010                 6.2074
MAY15      ----      ----      ----      ----    6.2225  -.0012                 6.2237
JUN15      ----    6.2403B     ----      ----    6.2337  -.0015                 6.2352                       1
JLY15      ----      ----      ----      ----    6.2450  -.0018                 6.2468
AUG15      ----      ----      ----      ----    6.2589  -.0021                 6.2610
SEP15      ----    6.2748B   6.2687A     ----    6.2683  -.0022                 6.2705
OCT15      ----      ----      ----      ----    6.2801  -.0022                 6.2823
TOTAL                                                               EST.VOL                 VOLUME    OPEN INT
TOTAL                                                                                                       16
MNY E-Micro USD/RMB Reminbi Future
NOV14      ----      ----      ----      ----    6.1357  -.0019                 6.1376
